2830820,85.9,12.7,1.2,0.1,0.1.1
2098000,82.5,15.3,1.9,0.2,0.1
2119619,77.2,19.8,2.6,0.2,0.1
2136491,76.5,20.3,3.0,0.2,0.1
1302871,80.6,16.9,2.2,0.2,0.1
2253551,73.7,22.7,3.2,0.2,0.1
2196556,73.4,23.0,3.3,0.2,0.1
1085208,80.3,17.4,2.1,0.1,0.1
1662123,71.8,24.6,3.4,0.2,0.1
2024404,72.4,23.7,3.5,0.2,0.1
1376100,74.8,21.2,3.6,0.2,0.1
1648813,70.9,24.2,4.4,0.4,0.2
1827444,68.8,25.5,4.9,0.5,0.2
1288174,70.8,25.4,3.5,0.2,0.1
1293403,71.8,24.0,3.9,0.2,0.1
1334033,69.0,26.9,3.9,0.2,0.1
1887592,66.2,29.1,4.5,0.2,0.1
537367,82.3,16.0,1.6,0.1,0.1
1790046,74.8,20.9,3.8,0.4,0.2
1505429,67.0,26.5,5.8,0.5,0.3
916052,71.5,24.9,3.3,0.2,0.1
946810,72.1,22.9,4.5,0.4,0.2
1493133,64.8,29.1,5.6,0.4,0.1
1088564,68.7,26.9,4.0,0.3,0.1
1799534,62.2,30.5,6.6,0.5,0.1
1241407,64.4,29.5,5.8,0.2,0.1
860525,70.3,25.4,3.9,0.3,0.1
1636987,62.2,30.4,6.8,0.4,0.2
825980,69.9,25.8,3.9,0.3,0.1
1036075,67.9,25.8,5.6,0.4,0.2
1160502,65.0,28.8,5.7,0.3,0.1
787404,70.4,24.0,5.1,0.4,0.2
677326,70.3,25.0,4.3,0.3,0.1
2059484,58.7,33.7,6.9,0.5,0.2
673391,69.5,26.5,3.6,0.2,0.1
1299432,60.8,32.6,6.2,0.3,0.1
1024983,60.0,34.0,5.4,0.4,0.2
478699,75.8,20.9,3.0,0.2,0.1
1000328,63.8,29.5,6.2,0.4,0.1
1542183,59.5,33.0,6.8,0.5,0.2
614343,70.7,24.4,4.4,0.3,0.2
1328234,61.6,31.4,6.4,0.4,0.2
1666080,59.5,31.6,7.9,0.7,0.3
997625,60.9,33.7,5.1,0.2,0.1
589055,69.5,25.8,4.4,0.3,0.1
621384,68.0,27.7,3.9,0.2,0.1
1198969,60.3,31.7,7.3,0.5,0.2
804421,64.0,30.2,5.4,0.3,0.1
737616,66.1,27.6,5.7,0.4,0.1
863072,62.8,30.6,6.0,0.4,0.1
669446,66.3,27.9,5.3,0.4,0.1
933348,60.6,32.7,6.4,0.3,0.1
1612754,54.9,37.5,7.1,0.4,0.1
706966,65.3,28.2,5.8,0.5,0.2
426792,74.3,21.2,4.1,0.3,0.1
830049,63.2,29.2,6.9,0.5,0.2
822401,62.8,30.2,6.5,0.5,0.1
540149,68.5,26.5,4.5,0.3,0.1
821072,61.1,32.2,6.3,0.3,0.1
579860,66.6,28.7,4.4,0.2,0.1
608236,63.9,31.0,4.7,0.3,0.1
830914,61.7,30.1,7.2,0.7,0.3
755175,60.0,33.7,5.9,0.3,0.1
965171,57.8,34.1,7.5,0.5,0.1
551429,63.7,31.5,4.4,0.3,0.1
554361,64.7,29.4,5.3,0.4,0.2
1088495,56.9,33.0,9.0,0.8,0.3
585271,63.8,29.5,5.9,0.5,0.2
956965,55.2,36.9,7.4,0.4,0.1
589944,62.0,31.4,6.2,0.3,0.1
1232074,48.5,41.7,9.2,0.5,0.1
1396062,54.1,34.9,10.0,0.8,0.3
635115,60.3,33.0,6.2,0.4,0.2
537587,63.3,30.0,6.0,0.5,0.2
403242,67.0,28.5,4.2,0.2,0.1
812590,58.6,32.1,8.4,0.6,0.2
870108,54.1,37.7,7.6,0.4,0.1
954274,52.2,39.5,7.7,0.5,0.1
909083,54.7,36.2,8.2,0.7,0.2
918574,53.1,37.9,8.2,0.6,0.1
840664,54.2,37.2,7.8,0.6,0.2
352891,71.6,22.7,4.8,0.5,0.4
1096612,53.1,35.1,10.8,0.8,0.2
695886,55.7,36.4,7.3,0.5,0.1
817625,55.2,34.9,8.8,0.8,0.3
404155,66.0,27.4,5.8,0.5,0.3
620681,58.1,33.6,7.5,0.6,0.2
708360,55.7,35.4,8.3,0.4,0.1
294266,70.9,25.1,3.7,0.2,0.1
580477,58.9,32.9,7.4,0.7,0.2
950003,51.7,38.4,9.2,0.6,0.1
805352,52.3,39.1,8.0,0.5,0.2
927528,50.9,39.4,8.9,0.6,0.2
696465,54.1,37.5,7.5,0.6,0.2
451488,62.0,30.3,6.9,0.6,0.2
840926,51.2,39.2,8.9,0.5,0.1
735629,52.5,38.0,9.0,0.5,0.1
381097,62.8,31.3,5.3,0.4,0.3
692538,55.4,34.0,9.1,1.1,0.4
546965,57.5,33.5,7.9,0.8,0.2
381845,65.3,26.6,7.0,0.8,0.3
1056513,47.9,41.1,10.3,0.6,0.1
696512,53.8,35.6,9.5,0.7,0.3
1019882,48.5,39.9,10.7,0.8,0.2
551952,56.3,34.2,8.6,0.7,0.2
651630,53.2,37.8,8.3,0.5,0.2
665650,54.4,34.7,9.7,1.0,0.3
545185,54.4,37.5,7.5,0.4,0.1
794062,51.1,38.0,9.8,0.8,0.3
705038,53.3,36.6,9.2,0.7,0.2
513465,55.9,35.3,8.2,0.5,0.1
706845,55.9,33.2,9.5,1.1,0.5
583491,54.2,36.2,8.6,0.8,0.2
546447,56.0,34.2,8.7,0.8,0.3
536982,54.4,37.1,7.9,0.5,0.2
945177,50.1,36.7,11.7,1.1,0.3
603889,52.7,38.1,8.4,0.6,0.2
417973,59.4,32.6,7.2,0.6,0.2
991891,48.5,40.8,10.0,0.6,0.1
308281,63.7,30.2,5.4,0.4,0.2
541570,53.6,37.9,8.0,0.4,0.1
311830,62.6,32.0,4.9,0.4,0.2
915121,47.8,42.7,8.7,0.6,0.2
722261,48.9,41.4,9.2,0.4,0.1
373239,60.4,32.1,6.8,0.5,0.2
1343137,49.4,41.7,8.1,0.6,0.3
452947,56.1,35.1,8.3,0.5,0.1
649218,52.1,36.9,10.0,0.7,0.2
557993,51.9,39.0,8.4,0.5,0.1
742192,48.7,41.3,9.5,0.4,0.1
365562,59.4,32.5,7.4,0.5,0.2
526255,55.0,34.3,9.6,0.8,0.2
466406,54.2,37.8,7.5,0.5,0.1
322789,61.3,31.7,6.3,0.5,0.2
655329,48.8,41.4,9.3,0.4,0.1
641634,50.2,38.9,10.2,0.6,0.1
503713,54.7,35.9,8.9,0.4,0.1
780571,47.8,40.5,10.8,0.8,0.2
1175666,43.4,44.5,11.0,0.8,0.3
931389,44.7,44.0,10.7,0.5,0.1
416765,57.7,33.3,8.0,0.7,0.2
420487,54.6,37.2,7.6,0.5,0.2
596962,50.8,39.8,8.6,0.6,0.2
661977,51.5,37.3,9.6,1.1,0.5
559595,51.9,37.3,9.7,0.8,0.2
253461,65.2,28.1,6.2,0.4,0.1
624425,53.4,33.2,11.3,1.6,0.6
582996,51.4,37.9,9.7,0.8,0.2
1343587,48.5,37.9,12.0,1.3,0.4
353578,55.3,38.4,5.8,0.3,0.1
331584,57.6,34.8,7.0,0.4,0.1
634261,48.7,41.5,9.2,0.5,0.1
640313,48.1,41.4,9.7,0.7,0.2
770973,46.5,41.6,10.8,0.9,0.2
593252,48.6,40.9,9.7,0.6,0.2
659138,46.5,42.9,10.0,0.4,0.1
193506,71.0,23.9,4.5,0.4,0.2
136516,80.4,17.1,2.3,0.2,0.1
597577,51.6,36.9,10.5,0.8,0.2
780999,46.5,40.7,11.7,0.8,0.3
438718,53.7,35.4,9.8,0.8,0.2
284765,58.9,34.5,6.0,0.4,0.2
1379220,43.5,38.7,15.9,1.6,0.4
520810,51.0,37.2,10.5,1.0,0.4
806529,46.8,43.4,8.9,0.7,0.2
444454,50.0,42.2,7.4,0.4,0.1
823978,46.5,41.5,11.2,0.6,0.1
508930,47.8,42.9,8.4,0.6,0.2
323443,54.7,38.2,6.6,0.4,0.1
296736,57.9,34.4,7.0,0.5,0.2
528406,44.6,43.6,11.2,0.5,0.1
410097,52.0,38.5,9.0,0.4,0.1
416425,51.9,38.0,9.2,0.7,0.2
348513,55.0,35.6,8.7,0.5,0.2
438114,50.2,40.7,8.5,0.5,0.1
391263,54.6,35.2,9.1,0.8,0.3
321907,56.2,34.4,8.4,0.7,0.2
567236,48.6,39.9,10.6,0.8,0.2
191573,66.3,27.6,5.5,0.4,0.2
435142,49.0,41.6,8.6,0.6,0.2
803730,43.0,43.7,12.1,1.0,0.2
219121,62.4,31.1,6.0,0.4,0.1
799642,45.0,44.7,9.4,0.7,0.2
576163,47.1,40.5,10.9,1.1,0.4
526269,48.3,40.6,10.4,0.6,0.1
317359,59.6,28.7,9.1,1.7,0.9
127211,76.1,21.5,2.1,0.1,0.1
590147,46.7,41.6,10.5,0.9,0.3
733724,43.0,44.8,11.3,0.7,0.2
985479,50.5,37.7,10.1,1.2,0.6
466059,48.0,41.0,10.3,0.6,0.1
600951,43.5,45.2,10.8,0.5,0.1
567093,48.1,38.4,11.8,1.3,0.5
842027,42.4,43.1,13.0,1.2,0.3
954448,48.6,38.5,11.9,0.8,0.2
721973,46.0,38.2,14.0,1.4,0.4
290960,57.4,32.5,8.7,1.1,0.4
327147,55.0,35.3,8.8,0.6,0.2
449145,47.2,41.8,10.3,0.6,0.1
449387,46.7,42.8,10.1,0.4,0.1
222283,59.8,33.2,6.4,0.4,0.1
769143,42.3,45.2,11.5,0.8,0.2
443253,48.5,41.6,8.8,0.8,0.3
297342,53.4,37.9,8.0,0.5,0.2
