142508,70.8,25.0,3.9,0.2,0.1
396752,47.1,43.4,8.9,0.5,0.1
819944,39.8,47.6,11.8,0.6,0.1
657316,44.6,40.2,13.5,1.3,0.3
521258,43.8,43.4,11.5,1.0,0.2
966933,41.9,41.8,14.7,1.3,0.3
436369,48.6,38.6,11.4,1.1,0.3
251137,57.4,32.9,8.6,0.8,0.3
591007,47.7,38.7,12.1,1.3,0.2
513165,44.7,42.5,11.8,0.8,0.2
335244,50.3,39.2,9.9,0.5,0.1
399385,53.9,32.7,10.0,1.7,1.8
307655,52.0,38.1,8.9,0.7,0.3
516353,48.9,37.4,11.7,1.4,0.5
434019,45.0,44.2,10.2,0.5,0.1
289930,51.0,39.8,8.5,0.5,0.1
543519,42.9,44.3,12.0,0.7,0.1
465074,45.6,42.6,10.5,0.9,0.3
482538,45.0,41.9,12.2,0.8,0.2
287589,50.7,35.0,12.3,1.5,0.5
564165,43.0,43.4,12.0,1.2,0.4
398310,47.0,40.9,11.1,0.8,0.2
244967,54.8,36.4,7.9,0.6,0.2
372622,44.9,45.3,9.3,0.4,0.1
363377,47.7,43.6,8.2,0.4,0.1
873692,43.1,38.0,16.0,2.2,0.6
592581,44.4,42.6,11.6,1.0,0.3
273503,50.8,40.5,8.0,0.6,0.2
360722,46.5,42.8,10.0,0.6,0.1
272694,50.9,39.8,8.7,0.5,0.1
711102,39.2,48.6,11.5,0.7,0.2
557560,42.8,41.6,14.1,1.2,0.3
259440,53.3,35.9,9.7,0.9,0.3
129653,67.6,27.8,4.1,0.3,0.1
344967,46.1,43.3,10.1,0.5,0.1
281398,51.7,36.4,10.5,1.1,0.4
501042,39.9,46.4,12.8,0.8,0.2
299495,48.5,40.8,9.8,0.7,0.2
416697,43.9,42.9,12.3,0.7,0.1
447575,42.9,45.5,10.9,0.6,0.1
419763,43.8,42.9,12.3,0.8,0.2
535635,42.2,43.1,12.8,1.4,0.6
154924,62.5,29.9,6.9,0.5,0.2
549530,42.0,41.6,15.2,1.1,0.2
375169,45.7,40.7,12.3,1.0,0.2
201460,54.8,35.9,8.4,0.7,0.2
27206,19.4,23.1,25.9,15.7,15.7
80301,12.0,8.1,21.9,9.3,48.8
14478,9.8,10.8,21.6,14.7,43.1
216393,6.9,11.5,34.3,29.2,18.1
522977,21.5,16.1,19.4,20.8,22.2
67924,9.1,18.0,43.2,22.0,7.9
15687,0.6,1.1,6.0,19.7,72.6
56567,12.4,27.5,44.3,10.6,5.2
84496,12.7,35.2,41.0,9.0,2.1
24732,9.3,10.6,39.1,23.6,17.4
37254,3.6,8.7,33.1,36.8,17.8
164898,11.8,30.0,41.9,12.9,3.5
145331,9.6,13.4,31.8,24.1,21.2
412265,3.0,4.0,10.9,12.0,70.0
30823,6.8,14.6,39.0,26.4,13.2
134418,14.5,18.1,32.2,17.6,17.6
195568,9.1,18.2,41.7,21.7,9.2
35878,10.4,26.2,51.4,8.5,3.5
24233,10.4,22.7,55.7,9.7,1.6
638763,6.7,31.9,45.1,13.2,3.2
100453,12.8,33.9,41.2,8.1,4.0
655581,41.4,33.6,17.8,3.5,3.7
60467,15.1,18.5,39.0,18.0,9.3
354508,2.4,7.6,37.6,37.8,14.6
121413,10.0,9.4,29.0,24.6,27.0
57805,10.8,7.2,25.5,21.2,35.3
113116,8.0,8.1,20.2,22.3,41.5
1689126,44.8,25.8,11.9,3.8,13.6
38205,1.9,1.3,12.7,31.5,52.6
650593,9.5,8.0,19.1,23.8,39.6
991793,31.0,43.7,18.8,3.3,3.2
850526,19.2,37.6,30.0,7.6,5.6
349973,27.0,17.8,16.3,9.8,29.2
838594,30.0,18.5,15.4,7.8,28.3
298995,9.6,20.0,40.3,18.5,11.6
365861,20.0,10.9,23.2,21.1,24.8
40019,40.5,32.0,22.8,3.7,1.0
226519,10.1,24.5,43.0,16.7,5.7
164801,35.4,20.6,26.2,10.3,7.4
591039,16.8,28.6,34.7,12.6,7.3
155458,3.7,7.2,24.4,36.5,28.2
400528,15.7,40.1,33.6,6.1,4.4
11316,2.7,4.6,25.6,43.4,23.7
342167,27.1,19.9,29.7,13.7,9.5
12031,5.0,15.7,54.7,20.8,3.8
88240,17.9,13.9,30.8,19.1,18.3
191578,4.4,10.0,34.0,33.4,18.2
70194,3.2,6.3,28.0,36.2,26.3
106306,13.0,10.9,28.2,23.4,24.5
116659,8.3,8.6,30.9,30.7,21.5
456506,15.8,32.5,36.2,10.4,5.1
203829,7.9,14.7,42.3,23.0,12.1
38889,11.5,21.4,42.1,16.3,8.7
66990,7.3,9.3,40.8,28.9,13.7
358081,16.9,40.4,35.2,5.8,1.7
85407,9.9,26.4,46.9,13.2,3.6
306557,11.3,19.7,37.9,19.4,11.7
20891,2.4,3.9,31.6,31.1,31.1
49234,0.9,3.0,20.0,38.9,37.2
129279,11.6,16.8,33.9,22.3,15.4
525793,30.8,34.3,25.0,6.0,3.8
20732,13.8,16.3,33.3,18.1,18.5
33033,31.3,44.0,21.0,2.8,0.8
61686,5.2,15.5,43.6,22.4,13.4
122844,4.7,8.8,31.1,32.9,22.4
82261,19.6,20.5,30.6,15.0,14.4
64535,11.4,12.8,32.8,25.8,17.2
502607,28.2,43.7,22.3,3.6,2.1
203131,5.5,22.0,51.0,17.8,3.7
243340,21.8,30.5,33.5,7.9,6.4
352763,37.9,40.0,17.5,2.9,1.7
73125,21.2,25.6,31.6,13.8,7.8
48068,3.4,4.7,18.3,27.0,46.6
733839,14.6,40.6,36.3,6.8,1.6
240474,16.1,31.4,36.2,11.9,4.4
732466,24.0,32.9,32.2,8.7,2.1
540795,17.0,43.4,32.8,4.9,1.8
344170,21.6,34.6,29.2,9.1,5.5
1440381,33.9,46.6,16.1,2.1,1.3
35057,4.5,11.4,37.2,32.4,14.5
