url,name
https://movie.douban.com/celebrity/1354130/,王一博
https://movie.douban.com/celebrity/1360615/,肖战
https://movie.douban.com/celebrity/1354078/,虞书欣
https://movie.douban.com/celebrity/1314124/,杨紫
https://movie.douban.com/celebrity/1383033/,许凯
https://movie.douban.com/celebrity/1275620/,赵丽颖
https://movie.douban.com/celebrity/1052359/,杨幂
https://movie.douban.com/celebrity/1385770/,赵露思
https://movie.douban.com/celebrity/1325127/,迪丽热巴
https://movie.douban.com/celebrity/1340022/,易烊千玺
